Customer_ID,Gender,Region,Subscription_Plan,Payment_Method,Age,Days_Since_Last_Login,Customer_Service_Calls,Monthly_Spend,Churn
12255,Non-Binary,North,PRO,E-Wallet,52.0,100,5,73.93,1
12256,Female,West,Pro,Credit Card,36.0,137,0,93.05,1
12257,Female,South,Basic,Credit Card,32.0,154,2,8.35,1
12258,Female,South,PLUS,E-Wallet,33.0,134,1,78.06,0
12259,Male,South,Plus,Crypto,26.0,112,1,194.45,1
12260,Female,North,Pro,E-Wallet,,28,0,39.69,1
12261,Female,south,Pro,Crypto,38.0,48,1,98.92,1
12262,Female,South,Basic,Credit Card,32.0,166,1,31.78,0
12263,Non-Binary,West,Pro,E-Wallet,37.0,8,2,95.01,1
12264,Female,East,Basic,Crypto,19.0,77,2,0.0,1
12265,Female,East,Plus,E-Wallet,,136,1,100.4,0
12266,Female,South,BASIC,Credit Card,44.0,59,0,,0
12267,Female,south,BASIC,E-Wallet,22.0,51,1,34.38,1
12268,Female,South,Pro,Credit Card,34.0,120,1,97.13,0
12269,Male,South,Basic,Credit Card,15.0,74,3,3.33,1
12270,Female,East,Basic,Credit Card,20.0,10,3,0.0,1
12271,Male,West,BASIC,Crypto,42.0,103,1,58.48,1
12272,Male,North,PLUS,Crypto,30.0,162,3,233.89,1
12273,Female,South,Pro,PayPal,52.0,74,1,105.67,0
12274,Female,South,Basic,Crypto,38.0,35,0,69.62,1
12275,Unknown,East,Basic,PayPal,39.0,130,1,0.0,1
12276,Female,South,BASIC,E-Wallet,23.0,108,1,64.51,0
12277,Female,West,Pro,Credit Card,,82,-1,62.07,1
12278,Female,West,Pro,Crypto,26.0,27,1,73.36,1
12279,Female,South,Basic,Credit Card,23.0,52,0,83.32,1
12280,Male,East,Basic,PayPal,40.0,53,1,12.1,1
12281,Male,South,Basic,Crypto,42.0,64,1,55.38,1
12282,Male,South,Basic,Crypto,37.0,52,2,15.65,1
12283,Female,East,Basic,Crypto,25.0,39,2,-10.0,1
12284,Male,West,Pro,,37.0,40,1,115.98,0
12285,Male,North,Basic,Credit Card,14.0,165,4,33.01,1
12286,Male,South,Pro,Crypto,47.0,74,4,91.37,0
12287,Unknown,West,Pro,PayPal,21.0,28,4,97.55,1
12288,Male,south,BASIC,Crypto,22.0,158,1,87.82,1
12289,Female,North,Pro,PayPal,35.0,39,3,85.04,1
12290,Male,East,PRO,PayPal,36.0,129,0,0.0,1
12291,Female,West,Basic,Credit Card,,47,1,89.54,0
12292,Male,North,Plus,Crypto,22.0,0,0,171.5,0
12293,Male,South,Basic,PayPal,45.0,58,1,0.0,1
12294,Female,North,Plus,,17.0,159,1,195.81,0
12295,Male,West,Pro,Credit Card,19.0,87,4,32.8,1
12296,Male,East,Pro,Credit Card,,1,1,0.0,1
12297,Male,South,Plus,Crypto,21.0,58,3,203.55,1
12298,Male,East,Plus,PayPal,46.0,130,1,,0
12299,Male,East,Pro,E-Wallet,22.0,48,1,132.03,0
12300,Male,North,Pro,E-Wallet,49.0,75,1,66.76,1
12301,Non-Binary,North,Basic,Credit Card,44.0,33,0,17.27,1
12302,Female,West,Pro,PayPal,46.0,61,1,66.97,1
12303,Female,West,Basic,,52.0,33,0,0.0,0
12304,Male,East,Basic,PayPal,34.0,22,3,14.77,1
12305,Unknown,West,Plus,Crypto,23.0,18,0,147.38,0
12306,Male,East,Basic,Credit Card,32.0,179,1,0.0,1
12307,Male,South,Basic,,28.0,59,1,87.77,0
12308,Female,East,Pro,Crypto,26.0,126,1,55.5,0
12309,Male,West,Basic,Crypto,35.0,95,1,90.66,0
12310,Male,West,Basic,PayPal,30.0,155,2,66.9,1
12311,Female,East,Pro,E-Wallet,26.0,89,2,93.61,1
12312,Non-Binary,North,Pro,Crypto,31.0,48,3,29.65,1
12313,Female,East,Pro,Credit Card,39.0,44,3,114.05,1
12314,Female,East,Pro,PayPal,43.0,75,0,166.47,0
12315,Unknown,north,Pro,E-Wallet,17.0,106,0,58.92,0
12316,Male,South,Pro,Crypto,30.0,59,1,102.69,0
12317,Male,North,Basic,Credit Card,32.0,131,2,16.99,1
12318,Male,West,Pro,Crypto,22.0,145,0,15.24,1
12319,Female,north,Plus,E-Wallet,32.0,156,0,162.43,0
12320,Female,West,BASIC,E-Wallet,35.0,119,0,20.11,1
12321,Unknown,West,Basic,,39.0,166,1,0.0,1
12322,Female,East,Basic,Crypto,34.0,54,0,68.61,0
12323,Female,East,Pro,PayPal,25.0,174,0,53.04,1
12324,Male,South,Basic,E-Wallet,54.0,30,5,5.73,1
12325,Non-Binary,West,Pro,E-Wallet,42.0,114,1,109.77,1
12326,Unknown,East,PLUS,Crypto,39.0,155,3,113.08,1
12327,Non-Binary,West,Pro,Credit Card,44.0,154,2,115.53,1
12328,Male,South,Basic,Crypto,36.0,29,1,37.78,1
12329,Female,West,Pro,Crypto,46.0,48,2,96.39,1
12330,Male,South,Basic,,34.0,169,2,79.1,1
12331,Male,South,Pro,PayPal,34.0,74,3,65.03,1
12332,Male,South,Pro,Crypto,40.0,67,1,47.36,1
12333,Female,East,Basic,Credit Card,49.0,99,0,0.0,0
12334,Female,North,Plus,,49.0,128,2,,1
12335,Male,North,Basic,Crypto,39.0,171,2,22.67,1
12336,Male,East,Plus,Credit Card,39.0,102,4,137.49,1
12337,Female,West,Basic,Credit Card,40.0,164,1,42.41,1
12338,Male,East,Basic,Crypto,43.0,160,2,0.0,0
12339,Male,West,BASIC,Credit Card,46.0,148,1,13.23,1
12340,Female,South,Basic,Credit Card,31.0,87,0,55.45,1
12341,Female,East,Pro,Crypto,47.0,167,0,121.08,1
12342,Male,north,Pro,E-Wallet,37.0,113,4,148.49,1
12343,Male,West,Pro,PayPal,40.0,12,3,61.8,0
12344,Male,East,Basic,PayPal,47.0,112,0,0.0,1
12345,Unknown,East,Basic,E-Wallet,41.0,165,0,64.42,1
12346,Female,West,Pro,Crypto,43.0,156,1,88.91,0
12347,Female,South,Basic,E-Wallet,,63,-1,9.0,1
12348,Male,south,Pro,PayPal,48.0,35,1,42.57,0
12349,Female,South,Pro,PayPal,40.0,103,1,44.38,1
12350,Male,South,Basic,PayPal,,110,0,16.86,0
12351,Female,West,Pro,PayPal,45.0,4,2,191.92,0
12352,Unknown,North,Pro,Crypto,59.0,147,2,85.95,1
12353,Female,east,Pro,PayPal,22.0,138,4,120.06,1
12354,Non-Binary,East,Basic,PayPal,25.0,71,3,0.0,1
12355,Female,South,Basic,Crypto,60.0,155,3,0.0,1
12356,Male,West,Basic,E-Wallet,38.0,176,3,56.68,1
12357,Unknown,North,Basic,Crypto,35.0,168,1,0.0,1
12358,Male,North,Basic,,32.0,145,1,0.0,1
12359,Female,East,PLUS,Credit Card,46.0,157,4,159.63,0
12360,Male,South,Pro,Crypto,,127,1,,1
12361,Male,East,Pro,Crypto,27.0,141,2,121.48,1
12362,Female,East,Basic,E-Wallet,33.0,55,0,2.55,1
12363,Male,North,Plus,PayPal,30.0,72,4,172.5,1
12364,Female,West,Basic,Credit Card,41.0,179,2,50.0,1
12365,Female,North,Pro,Crypto,,90,3,106.2,1
12366,Male,East,Plus,Crypto,50.0,28,2,147.3,1
12367,Male,South,Pro,Crypto,41.0,127,0,105.24,1
12368,Female,South,Plus,Credit Card,59.0,26,2,181.25,1
12369,Male,West,Pro,Crypto,28.0,67,3,101.36,0
12370,Female,West,Basic,Crypto,25.0,162,5,0.0,1
12371,Female,West,Basic,Credit Card,48.0,90,1,30.42,0
12372,Non-Binary,East,BASIC,Crypto,35.0,9,1,67.78,0
12373,Female,East,Basic,Credit Card,,126,0,0.0,1
12374,Female,West,Pro,E-Wallet,30.0,25,1,133.68,0
12375,Female,South,BASIC,Credit Card,36.0,70,1,64.48,1
12376,Male,South,Plus,E-Wallet,27.0,90,4,176.26,1
12377,Male,South,Basic,Credit Card,23.0,93,1,50.2,1
12378,Female,East,Basic,PayPal,31.0,75,2,,0
12379,Female,North,Plus,Crypto,23.0,103,1,121.5,1
12380,Female,South,Basic,,40.0,76,5,20.19,1
12381,Non-Binary,South,Pro,Crypto,14.0,40,2,86.65,1
12382,Non-Binary,South,Pro,Crypto,34.0,131,4,74.86,1
12383,Unknown,West,Basic,Credit Card,,65,4,45.13,1
12384,Female,East,Pro,PayPal,33.0,164,3,,1
12385,Male,West,Basic,Credit Card,44.0,33,2,31.23,1
12386,Female,west,Pro,Crypto,20.0,121,2,106.68,1
12387,Male,North,Pro,Credit Card,26.0,49,0,111.01,1
12388,Female,West,Basic,E-Wallet,,89,4,0.0,1
12389,Female,north,Pro,PayPal,41.0,41,3,131.84,1
12390,Female,West,BASIC,Crypto,36.0,128,3,4.83,1
12391,Male,South,PRO,Credit Card,55.0,33,0,98.85,1
12392,Male,East,Plus,E-Wallet,25.0,137,3,150.78,1
12393,Female,west,PLUS,,20.0,4,2,160.74,0
12394,Male,North,Pro,,51.0,89,0,134.22,1
12395,Non-Binary,East,Basic,Credit Card,19.0,171,2,22.85,1
12396,Male,North,Plus,Crypto,40.0,146,-1,174.76,0
12397,Male,South,Basic,E-Wallet,24.0,148,-1,,1
12398,Male,West,Pro,PayPal,13.0,120,8,117.3,1
12399,Female,East,BASIC,Credit Card,30.0,161,3,50.41,1
12400,Female,South,Plus,PayPal,42.0,28,0,244.19,0
12401,Male,West,Pro,E-Wallet,21.0,101,2,,1
12402,Male,West,Pro,Crypto,39.0,39,2,126.25,1
12403,Female,North,Basic,Crypto,41.0,114,0,137.31,1
12404,Male,North,Pro,Crypto,21.0,17,6,62.33,1
12405,Female,South,Pro,,31.0,122,1,150.56,1
12406,Female,North,Pro,PayPal,49.0,48,3,105.25,0
12407,Male,South,Basic,Credit Card,40.0,64,1,99.32,1
12408,Male,South,BASIC,E-Wallet,31.0,163,2,37.19,1
12409,Unknown,South,Basic,E-Wallet,38.0,69,1,-10.0,1
12410,Female,North,Basic,E-Wallet,27.0,6,4,0.0,1
12411,Female,East,Basic,PayPal,45.0,60,3,0.0,0
12412,Male,South,Basic,Crypto,45.0,103,0,55.55,0
12413,Female,East,Basic,E-Wallet,35.0,87,1,57.01,1
12414,Male,West,Basic,Credit Card,36.0,157,1,,1
12415,Female,North,Basic,PayPal,24.0,16,3,59.1,1
12416,Unknown,North,Plus,Crypto,20.0,171,0,176.78,0
12417,Male,East,Pro,E-Wallet,30.0,75,1,108.21,0
12418,Male,West,Basic,Crypto,33.0,25,5,72.92,1
12419,Male,West,Pro,Credit Card,,144,2,,1
12420,Male,South,Pro,E-Wallet,43.0,162,5,118.34,1
12421,Male,North,Plus,E-Wallet,35.0,173,0,180.19,1
12422,Male,West,Basic,Crypto,,107,1,1.62,1
12423,Female,West,Basic,PayPal,24.0,132,0,0.0,1
12424,Female,South,Plus,Crypto,44.0,44,0,141.77,1
12425,Male,South,Basic,Credit Card,26.0,74,2,16.34,1
12426,Unknown,East,Basic,Crypto,46.0,143,2,13.04,1
12427,Male,North,Basic,Crypto,33.0,57,2,36.34,0
12428,Unknown,West,Basic,E-Wallet,14.0,41,2,76.41,1
12429,Male,East,Plus,PayPal,41.0,93,2,175.01,0
12430,Non-Binary,North,Basic,PayPal,42.0,133,6,0.0,1
12431,Female,East,PLUS,PayPal,29.0,19,4,174.17,1
12432,Non-Binary,North,Plus,PayPal,30.0,23,2,146.33,1
12433,Unknown,North,PRO,Crypto,,90,1,69.32,1
12434,Male,west,Basic,E-Wallet,14.0,51,2,9.29,0
12435,Unknown,North,Basic,E-Wallet,10.0,137,2,40.5,1
12436,Male,South,Basic,PayPal,47.0,152,0,33.25,1
12437,Male,West,BASIC,Crypto,25.0,105,1,5.95,0
12438,Male,South,Pro,PayPal,52.0,172,4,100.0,1
12439,Female,East,Basic,PayPal,47.0,0,0,,1
12440,Male,East,Plus,E-Wallet,,24,1,145.95,0
12441,Female,North,Pro,E-Wallet,27.0,111,0,90.84,1
12442,Female,North,Pro,PayPal,17.0,102,1,78.16,1
12443,Female,South,Plus,Crypto,23.0,136,3,,1
12444,Non-Binary,South,Basic,PayPal,29.0,169,3,70.03,1
12445,Female,South,Basic,E-Wallet,10.0,104,0,,1
12446,Male,East,Basic,E-Wallet,29.0,152,1,8.18,1
12447,Male,South,Basic,Crypto,31.0,47,0,43.63,1
12448,Male,West,Pro,PayPal,21.0,65,0,70.51,1
12449,Male,West,Basic,PayPal,,23,0,18.54,0
12450,Male,East,Basic,Credit Card,31.0,81,1,7.48,1
12451,Male,South,Plus,PayPal,37.0,90,1,117.95,0
12452,Unknown,South,Basic,,25.0,171,2,30.42,1
12453,Female,North,PRO,E-Wallet,36.0,34,1,78.04,1
12454,Male,West,Basic,Credit Card,35.0,33,1,17.12,1
12455,Female,East,Basic,Crypto,34.0,5,1,80.63,0
12456,Male,South,Pro,Crypto,27.0,176,1,98.94,1
12457,Female,North,Plus,Credit Card,20.0,143,0,173.84,1
12458,Female,East,Basic,,50.0,140,5,97.68,1
12459,Female,East,Basic,Credit Card,40.0,11,1,49.04,0
12460,Female,West,BASIC,Crypto,44.0,138,1,111.96,1
12461,Unknown,South,Basic,PayPal,33.0,46,0,16.43,1
12462,Non-Binary,East,Basic,E-Wallet,32.0,59,5,31.15,1
12463,Female,North,Pro,Credit Card,38.0,48,2,126.61,1
12464,Female,North,Basic,Crypto,15.0,51,2,0.0,1
12465,Female,East,Basic,PayPal,22.0,60,2,38.45,1
12466,Male,North,Pro,Crypto,26.0,94,4,187.88,1
12467,Male,East,Basic,PayPal,29.0,119,2,0.0,1
12468,Male,North,Basic,PayPal,25.0,39,0,87.41,0
12469,Female,east,Plus,Credit Card,37.0,89,1,155.57,0
12470,Female,East,Basic,E-Wallet,34.0,70,0,142.06,0
12471,Male,east,Pro,PayPal,47.0,60,1,55.15,1
12472,Unknown,North,Basic,Crypto,58.0,149,6,1.69,1
12473,Unknown,East,Basic,PayPal,21.0,37,2,0.0,1
12474,Female,West,Basic,E-Wallet,35.0,60,2,,0
12475,Female,East,Basic,Crypto,35.0,82,1,14.1,1
12476,Non-Binary,South,BASIC,PayPal,33.0,99,1,6.95,1
12477,Male,South,Basic,PayPal,23.0,117,1,43.94,1
12478,Female,west,Plus,Credit Card,24.0,46,1,186.14,1
12479,Male,East,Pro,E-Wallet,36.0,26,2,3.05,1
12480,Female,South,Basic,PayPal,24.0,145,1,66.04,1
12481,Male,East,Pro,E-Wallet,35.0,124,2,36.5,1
12482,Non-Binary,South,Plus,PayPal,31.0,19,2,147.82,1
12483,Unknown,North,Pro,Crypto,35.0,41,0,70.52,1
12484,Male,North,Basic,E-Wallet,24.0,40,0,45.51,0
12485,Female,West,Plus,Crypto,35.0,71,1,128.76,1
12486,Unknown,West,Basic,E-Wallet,,57,0,61.25,1
12487,Female,East,Basic,Crypto,35.0,39,1,0.0,1
12488,Non-Binary,West,Pro,PayPal,47.0,118,2,,1
12489,Female,East,PLUS,Crypto,,157,4,153.95,1
12490,Male,North,PLUS,Crypto,37.0,139,1,,1
12491,Male,North,Plus,PayPal,42.0,117,2,201.07,1
12492,Male,South,Basic,E-Wallet,19.0,61,2,22.98,1
12493,Female,East,Plus,Crypto,51.0,86,3,247.51,0
12494,Male,North,Basic,Credit Card,23.0,69,2,22.34,1
12495,Female,North,Basic,Credit Card,42.0,98,3,38.76,1
12496,Female,East,Pro,Crypto,41.0,142,2,149.53,1
12497,Female,south,Basic,Crypto,24.0,123,2,50.1,1
12498,Non-Binary,South,PRO,Crypto,44.0,6,4,120.85,1
12499,Unknown,South,Basic,E-Wallet,38.0,133,1,15.67,1
12500,Female,South,Plus,PayPal,52.0,26,2,78.6,0
12501,Non-Binary,North,Basic,Credit Card,35.0,1,5,6.29,1
12502,Female,East,Basic,Credit Card,32.0,133,0,28.54,1
12503,Female,East,Plus,,28.0,60,2,130.33,1
12504,Unknown,North,Basic,Crypto,16.0,159,3,32.41,1
12505,Male,north,Pro,Crypto,30.0,156,0,25.18,1
12506,Male,North,Pro,PayPal,31.0,64,1,88.38,0
12507,Non-Binary,West,Pro,,36.0,142,1,55.83,1
12508,Female,East,Pro,Credit Card,19.0,137,2,19.61,1
12509,Non-Binary,East,Basic,PayPal,31.0,9,0,34.82,1
12510,Non-Binary,East,Plus,Credit Card,39.0,9,1,161.01,0
12511,Male,South,Basic,E-Wallet,40.0,36,1,17.18,1
12512,Non-Binary,North,Basic,Crypto,15.0,31,5,0.0,1
12513,Female,north,Basic,Crypto,41.0,35,0,0.0,1
12514,Female,North,Pro,Credit Card,31.0,63,4,144.35,1
12515,Female,West,Pro,,32.0,142,6,112.88,1
12516,Unknown,East,Plus,E-Wallet,10.0,72,3,137.06,0
12517,Male,North,Pro,,48.0,15,3,63.11,0
12518,Female,west,Pro,E-Wallet,35.0,104,0,43.14,1
12519,Female,North,Plus,Crypto,18.0,82,6,154.24,1
12520,Female,South,Basic,E-Wallet,37.0,173,1,79.63,1
12521,Female,east,Pro,,37.0,121,2,104.25,0
12522,Male,West,PRO,Credit Card,46.0,171,5,120.84,1
12523,Male,North,BASIC,,30.0,75,1,0.0,0
12524,Male,East,Plus,PayPal,,34,3,136.72,1
12525,Non-Binary,West,Basic,Crypto,27.0,124,4,41.65,1
12526,Male,East,Pro,Crypto,39.0,50,2,0.0,1
12527,Male,East,Pro,PayPal,26.0,106,3,59.25,1
12528,Unknown,south,Plus,E-Wallet,,4,3,125.9,1
12529,Male,East,Plus,E-Wallet,33.0,165,0,212.85,0
12530,Unknown,West,Pro,E-Wallet,21.0,5,2,119.58,1
12531,Female,East,Pro,PayPal,50.0,178,1,104.25,1
12532,Non-Binary,West,Basic,Credit Card,,141,0,28.2,1
12533,Male,East,Basic,Crypto,29.0,175,4,52.07,1
12534,Male,North,Plus,Crypto,20.0,11,1,149.55,0
12535,Female,south,Plus,PayPal,37.0,113,2,197.74,1
12536,Non-Binary,North,Plus,Credit Card,29.0,179,1,123.84,1
12537,Female,South,Basic,PayPal,45.0,113,2,0.0,1
12538,Male,West,Plus,E-Wallet,26.0,67,0,157.2,1
12539,Female,south,Plus,E-Wallet,39.0,106,3,170.23,1
12540,Female,East,Basic,Crypto,35.0,58,2,,1
12541,Female,East,Pro,Crypto,27.0,17,0,52.13,1
12542,Female,North,PRO,Crypto,36.0,30,2,83.31,1
12543,Non-Binary,South,Pro,,42.0,34,2,,1
12544,Female,West,Plus,E-Wallet,34.0,3,2,133.33,1
12545,Male,west,Basic,E-Wallet,34.0,8,1,52.75,1
12546,Female,east,Pro,Credit Card,25.0,108,2,44.53,1
12547,Male,West,Pro,Crypto,45.0,142,2,80.05,1
12548,Female,East,Basic,PayPal,44.0,41,3,45.68,1
12549,Female,East,Plus,Credit Card,29.0,84,2,175.8,0
12550,Male,East,Pro,Credit Card,32.0,95,2,94.1,1
12551,Male,North,Basic,E-Wallet,48.0,111,4,0.0,1
12552,Male,North,Basic,Crypto,22.0,31,3,72.55,1
12553,Non-Binary,East,Basic,Credit Card,40.0,79,3,28.21,0
12554,Unknown,East,Pro,Crypto,28.0,44,1,23.67,1
12555,Male,East,Plus,E-Wallet,51.0,4,0,113.75,0
12556,Unknown,West,Basic,Credit Card,34.0,158,4,0.0,1
12557,Female,East,Basic,Credit Card,46.0,152,1,,1
12558,Male,East,BASIC,,26.0,0,5,,1
12559,Male,South,Pro,E-Wallet,21.0,60,1,0.0,1
12560,Female,South,Plus,PayPal,31.0,66,3,192.68,1
12561,Female,South,Pro,E-Wallet,36.0,66,2,135.28,1
12562,Female,South,Pro,PayPal,28.0,169,1,127.7,1
12563,Male,East,Pro,E-Wallet,41.0,95,1,33.81,0
12564,Male,South,Basic,E-Wallet,31.0,93,0,54.48,1
12565,Female,West,PRO,Credit Card,13.0,58,3,126.59,1
12566,Male,West,Pro,PayPal,39.0,177,3,165.8,0
12567,Male,South,Pro,PayPal,25.0,33,2,32.6,0
12568,Male,North,Plus,,30.0,111,1,188.74,1
12569,Non-Binary,West,Pro,Credit Card,49.0,67,1,71.94,1
12570,Unknown,west,Pro,Crypto,51.0,141,0,103.9,1
12571,Female,south,Plus,E-Wallet,28.0,159,0,138.87,1
12572,Unknown,South,Plus,PayPal,39.0,106,2,174.26,1
12573,Male,East,PRO,E-Wallet,28.0,80,2,165.03,1
12574,Female,West,Basic,Credit Card,31.0,7,0,0.0,0
12575,Male,South,Basic,E-Wallet,27.0,162,2,0.0,1
12576,Female,South,Pro,Credit Card,16.0,23,0,58.42,1
12577,Unknown,East,Basic,,34.0,2,0,52.97,0
12578,Female,West,Basic,PayPal,36.0,80,4,51.52,1
12579,Male,South,Basic,,27.0,35,2,0.0,0
12580,Female,East,Pro,E-Wallet,44.0,178,1,76.44,1
12581,Male,South,Pro,Credit Card,29.0,103,0,107.63,1
12582,Non-Binary,North,Basic,Credit Card,,80,0,41.85,0
12583,Female,North,Basic,Crypto,39.0,58,0,40.94,1
12584,Female,South,Pro,PayPal,18.0,93,2,,1
12585,Female,west,Basic,Credit Card,43.0,21,1,20.87,1
12586,Female,north,Basic,Credit Card,,164,1,45.3,1
12587,Male,East,Pro,E-Wallet,43.0,125,4,44.96,1
12588,Female,South,Pro,Credit Card,46.0,11,4,144.14,1
12589,Male,East,Basic,Credit Card,40.0,148,5,0.0,1
12590,Female,North,Pro,PayPal,25.0,142,2,62.31,1
12591,Non-Binary,West,Basic,PayPal,21.0,11,3,30.97,1
12592,Non-Binary,East,Pro,E-Wallet,19.0,85,2,67.68,1
12593,Female,North,Basic,Credit Card,45.0,102,2,49.08,1
12594,Female,North,Basic,Credit Card,32.0,55,2,0.0,0
12595,Male,North,PRO,Credit Card,28.0,105,1,12.82,0
12596,Female,East,Pro,Crypto,,143,5,47.82,1
12597,Male,North,Basic,Crypto,44.0,32,1,75.64,1
12598,Female,South,Basic,E-Wallet,41.0,116,3,0.0,1
12599,Male,North,Plus,Crypto,,170,0,179.45,1
12600,Male,South,Pro,E-Wallet,40.0,48,2,123.37,0
12601,Female,west,Basic,Credit Card,35.0,77,2,36.58,0
12602,Male,South,Pro,Crypto,37.0,17,2,46.76,0
12603,Female,West,BASIC,PayPal,36.0,143,0,0.21,1
12604,Male,West,Pro,Crypto,33.0,167,2,127.4,1
12605,Male,South,Basic,Credit Card,41.0,106,0,27.26,1
12606,Female,West,BASIC,,37.0,89,2,35.18,0
12607,Male,South,Basic,E-Wallet,25.0,78,1,25.45,0
12608,Male,East,Basic,Credit Card,,99,3,36.52,1
12609,Female,West,Basic,PayPal,36.0,154,2,35.16,1
12610,Male,South,Basic,Crypto,40.0,117,2,67.44,1
12611,Non-Binary,West,Basic,E-Wallet,32.0,119,2,7.83,1
12612,Male,North,Basic,Crypto,42.0,126,0,0.0,1
12613,Male,South,Pro,PayPal,33.0,80,1,84.53,1
12614,Female,North,Basic,PayPal,41.0,141,3,25.44,1
12615,Male,West,Pro,Credit Card,29.0,154,3,85.44,1
12616,Male,West,Basic,E-Wallet,30.0,53,0,107.82,0
12617,Male,East,Basic,,40.0,87,3,2.87,1
12618,Male,South,Pro,PayPal,30.0,167,1,117.93,1
12619,Non-Binary,North,Plus,Credit Card,56.0,172,0,145.74,0
12620,Male,East,Basic,PayPal,39.0,98,0,56.82,0
12621,Female,west,Basic,PayPal,34.0,67,2,35.65,1
12622,Non-Binary,West,Pro,,42.0,167,1,103.15,1
12623,Female,east,Plus,Crypto,29.0,40,2,184.02,0
12624,Unknown,north,Plus,Crypto,43.0,0,1,133.62,0
12625,Male,West,Basic,E-Wallet,,8,1,0.0,0
12626,Unknown,West,BASIC,Credit Card,46.0,74,2,66.02,0
12627,Male,south,Pro,,29.0,79,4,0.0,1
12628,Female,East,Pro,Credit Card,21.0,92,1,58.27,0
12629,Female,West,Pro,E-Wallet,,142,4,44.22,1
12630,Male,North,Plus,Credit Card,31.0,58,3,195.09,1
12631,Female,South,Pro,,50.0,9,1,150.44,0
12632,Female,East,Basic,PayPal,55.0,176,1,33.09,1
12633,Male,North,Basic,,37.0,138,3,,1
12634,Male,West,Pro,E-Wallet,34.0,29,4,54.75,0
12635,Female,East,Basic,PayPal,,22,2,44.12,0
12636,Female,East,Basic,E-Wallet,42.0,21,2,0.0,1
12637,Unknown,North,Basic,Crypto,55.0,178,2,0.0,1
12638,Female,East,BASIC,PayPal,51.0,41,1,0.0,0
12639,Unknown,North,Basic,E-Wallet,45.0,28,1,11.38,1
12640,Female,west,Plus,E-Wallet,45.0,172,3,73.07,1
12641,Male,South,Basic,Crypto,42.0,160,3,97.06,1
12642,Male,North,Pro,E-Wallet,,166,3,58.48,1
12643,Female,South,Basic,Credit Card,26.0,64,1,0.0,0
12644,Female,east,Basic,PayPal,33.0,177,8,58.98,1
12645,Male,North,Plus,Credit Card,38.0,111,2,103.08,1
12646,Male,West,Plus,Crypto,19.0,85,2,143.56,1
12647,Unknown,North,Basic,Credit Card,32.0,47,1,38.57,1
12648,Female,North,Pro,,25.0,36,0,46.09,0
12649,Female,North,Basic,Crypto,,85,2,24.42,0
12650,Female,South,Plus,Crypto,28.0,160,1,179.64,1
12651,Male,South,Basic,Credit Card,37.0,133,2,9.65,1
12652,Male,East,Basic,Crypto,26.0,90,2,107.28,1
12653,Male,East,Pro,Credit Card,49.0,69,3,,1
12654,Male,East,Plus,Credit Card,16.0,54,3,159.12,1
12655,Female,East,Basic,Credit Card,38.0,171,0,22.83,1
12656,Female,North,Pro,Crypto,21.0,49,1,84.37,1
12657,Non-Binary,South,Basic,Crypto,28.0,53,3,8.26,1
12658,Non-Binary,South,Plus,PayPal,,104,0,208.36,0
12659,Male,South,Basic,Credit Card,36.0,15,3,84.2,1
12660,Female,south,Plus,Credit Card,36.0,127,2,183.29,0
12661,Female,East,Basic,Credit Card,35.0,46,4,30.73,0
12662,Non-Binary,North,Basic,Credit Card,27.0,129,1,11.04,1
12663,Male,South,Plus,Credit Card,32.0,164,0,141.6,1
12664,Female,West,Plus,Credit Card,,92,2,,1
12665,Female,North,Pro,Credit Card,35.0,22,2,70.6,1
12666,Male,West,Basic,PayPal,,140,2,0.0,1
12667,Male,North,Pro,PayPal,41.0,114,1,147.63,1
12668,Female,North,Pro,E-Wallet,34.0,64,2,25.04,1
12669,Female,North,Pro,Credit Card,36.0,47,1,41.47,0
12670,Male,West,Pro,Credit Card,,6,3,81.36,1
12671,Female,South,Basic,,23.0,158,1,28.66,1
12672,Male,South,Pro,PayPal,,172,2,82.63,1
12673,Female,west,Pro,Credit Card,46.0,55,0,91.56,0
12674,Male,South,Basic,Credit Card,38.0,21,0,2.77,1
12675,Non-Binary,East,Pro,PayPal,25.0,62,3,20.17,1
12676,Male,South,Pro,PayPal,42.0,79,2,70.33,1
12677,Male,East,Pro,E-Wallet,30.0,27,0,37.55,1
12678,Male,East,Basic,E-Wallet,41.0,171,1,,1
12679,Male,East,Pro,Credit Card,30.0,102,2,62.26,0
12680,Female,West,Basic,PayPal,37.0,141,1,21.03,1
12681,Male,South,Pro,E-Wallet,28.0,84,6,139.97,1
12682,Non-Binary,South,Pro,Credit Card,29.0,146,2,93.72,1
12683,Male,West,Pro,E-Wallet,18.0,76,4,52.16,0
12684,Male,West,Basic,E-Wallet,39.0,1,5,17.5,1
12685,Male,South,Pro,E-Wallet,37.0,50,4,,0
12686,Male,West,Plus,Crypto,38.0,77,2,184.81,1
12687,Male,West,Basic,Credit Card,,161,1,29.77,0
12688,Female,East,Plus,E-Wallet,26.0,81,1,124.49,1
12689,Female,West,Pro,Credit Card,43.0,50,3,131.04,0
12690,Female,East,Pro,Credit Card,43.0,146,2,37.86,1
12691,Female,North,Basic,PayPal,26.0,163,5,52.93,1
12692,Female,East,Basic,Credit Card,39.0,117,2,41.71,1
12693,Male,East,Plus,E-Wallet,42.0,153,3,156.42,1
12694,Female,West,Basic,Credit Card,29.0,162,2,0.0,1
12695,Unknown,South,Basic,PayPal,31.0,62,2,0.0,1
